query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
hotpot_5ac2ab9455429967731025f0,Which award did the Tunisian-Dutch actor that starred in Collide win? ,Best Actor in 2013,golden calf,0.0,G1_confabulation,True,True,True
hotpot_5add97c15542997545bbbd80,In which sport does both Virginia Ruzici and Andy Murray participate?,professional tennis player,tennis,0.5,SUCCESS,True,True,True
hotpot_5a7283355542991f9a20c4b1,Who is the grandfather to Frederick II and was the Holy Roman Emperor until deat,Frederick I,frederick barbarossa,0.5,SUCCESS,True,True,True
hotpot_5a886098554299206df2b248,What type of profession does Alexandra David-Néel and Jack Kerouac have in commo,writer,novelist and poet,0.0,G1_confabulation,True,True,True
hotpot_5ab3bcc55542992ade7c6e66,In which election did Norm Coleman won to become the last republican elected as ,2002,2008,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a8c52685542995e66a475bb,The We The People Amendment was introduced by the U.S. Representative for what c,Minnesota's 8th congressional district,minnesota s 8th,0.75,SUCCESS,False,True,False
hotpot_5ac370ce5542995ef918c18c,Are Southwest Florida International Airport and Henry E. Rohlsen Airport both in,no,no,1.0,SUCCESS,True,True,False
hotpot_5a77626b5542993569682d77,"What actress is known for a starring role in Robert Bresson's ""Pickpocket"" and h",Marika Nicolette Green,marika green,0.8,SUCCESS,True,True,True
hotpot_5a906c795542990a98493640,What has David Bowie done in The Lodge?,mastered recordings,mastered recordings,1.0,SUCCESS,True,True,True
hotpot_5ae72e79554299572ea54763,Command and Control was a book that discusses the 1980 incident in what state?,Arkansas,arkansas,1.0,SUCCESS,True,True,True
hotpot_5ab74eb85542993667793fb8,Which Croatian professional basketball player (a shooting guard) did New Jersey ,Dražen Petrović,dražen petrović,1.0,SUCCESS,True,True,False
hotpot_5a81b99c5542995ce29dcc56,Atlas Shrugged was a film based on the books by a proponent of what philosophy?,Objectivism,objectivism,1.0,SUCCESS,True,True,True
hotpot_5a7c3178554299683c1c62e1,The Fast On-orbit Rapid Recording of Transient Events (FORTE) was co-developed a,Manhattan Project,los alamos national laboratory,0.0,G1_confabulation,True,True,True
hotpot_5abffc0d5542990832d3a1e2,What instrument of war was only used by the President of the United States who w,nuclear weapons,nuclear weapons,1.0,SUCCESS,True,True,True
hotpot_5a8af28555429951533613b5,1956 Night Series Cup games were played at what inner suburb of Melbourne that i,Albert Park,albert park,1.0,SUCCESS,True,True,True
hotpot_5abfdc185542994516f45513,The chairman of Westfield Corporation has a son who holds a Bachelor's degree in,Bachelor of Commerce,bachelor of commerce,1.0,SUCCESS,True,True,True
hotpot_5ab2acbc55429929539467d2,What island is located  808 nmi northwest of the capital of Hawaii?,Laysan,laysan,1.0,SUCCESS,True,True,True
hotpot_5a7148685542994082a3e761,Paul Ziert recruited what two time gold medalist in gymnastics?,Bart Conner,bart conner,1.0,SUCCESS,True,True,True
hotpot_5a8f43555542992414482a21,This film is an adaption of a Jacques Offenbach's opera that was written by a Hu,The Tales of Hoffmann,i don t know,0.0,G3_abstention,False,True,True
hotpot_5ab83f9f5542990e739ec891,"""Waputik"" is the Stoney Indian word for a large hoofed mammal endemic to what co",North America,north america,1.0,SUCCESS,True,True,True
hotpot_5a88982155429938390d3f81,What year did the shopping centre on the street numbered B411 open in the space ,1989,1911,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ab3bfd3554299233954ff99," The Nike Hoop Summit has had many current NBA players as former participants, i",Dirk Werner Nowitzki,dirk nowitzki,0.8,SUCCESS,True,True,True
hotpot_5a72c6f65542994cef4bc402,Wheat salad is composed typically of what red fruit?,tomato,tomatoes,0.0,G1_confabulation,True,True,True
hotpot_5ae1384355429920d5234329,Both Tim Conlon and Kehinde Wiley have what type of occupation?,artist,artists,0.0,G1_confabulation,True,True,True
hotpot_5a8210f355429926c1cdae24,What award did the actor in Tales from the Crypt win?,BAFTA TV Award Best Actor,cableace award,0.286,G2_reasoning_error,True,True,True
hotpot_5a8c90db554299653c1aa0bf,Is the building located at 200 West Street taller than the one at 888 7th Avenue,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a79edfe5542990198eaf006,Who is is known domestically for his humorous videos and stage performances and ,Psy,psy,1.0,SUCCESS,True,True,True
hotpot_5ae2e8e05542991a06ce98fb,"For which band, was the female member of Fitz and The Tantrums, the front woman ",The Rebirth,florence welch,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5aba9e235542994dbf019984,Are both Weberocereus and Conospermum part of the same genus?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ae1e1e55542997f29b3c15e,Lenroy Thomas is the current commonwealth heavyweight champion after beating a B,1,1 draw,0.667,SUCCESS,True,True,False
hotpot_5a7e31c055429934daa2fbee,"Which band was formed in a country closer to England, Kodaline or Rivermaya ?",Kodaline,kodaline,1.0,SUCCESS,True,True,True
hotpot_5a8832d355429938390d3f03,Who was the ruler ousted by the 30th Prime Minister of Cambodia after Khmer Roug,Prince of Cambodia Norodom Sihanouk,lon nol,0.0,G1_confabulation,True,True,True
hotpot_5ac3d1d9554299204fd21e8a,"How many albums had been recorded by Talking Heads by November, 1980?",four,5,0.0,G1_confabulation,True,True,True
hotpot_5ac2d9f65542996773102631,"Which film featured Rosalind Cash prior to the release of ""Sister, Sister""?",The Omega Man,melinda,0.0,G1_confabulation,True,True,True
hotpot_5ae713af554299572ea546bb,Where did Mark Pavelich win Gold in 1980?,Soviet Union,lake placid new york,0.0,G1_confabulation,True,True,True
hotpot_5a8caf1d554299585d9e3720,Were both of the following rock groups formed in California: Dig and Thinking Fe,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a9057795542990a984935f7,What kind of game is The Park a spin-off of? ,massively multiplayer online role-playing video game,secret world,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directe,Saoirse Ronan,saoirse ronan,1.0,SUCCESS,True,True,True
hotpot_5a7cb84a554299683c1c6350,When did British politician Damian Green state that said that e-Borders would be,April,march 2012,0.0,G1_confabulation,True,True,True
hotpot_5ac3295d5542995ef918c14d,"What role in the TV show ""Death in Paradise"" was played by the man who performed",Richard Poole,di richard poole,0.8,SUCCESS,True,True,True
hotpot_5ae1da385542997283cd2297,"Which actresses appeared with the mother of Robert Lowery Hanks in the film ""Lit","Katharine Hepburn, Joan Bennett, Frances Dee",jean parker,0.0,G1_confabulation,True,True,True
hotpot_5ac173d85542994d76dcce37,"Toby Scott worked with which American singer born on May 24, 1941?",Bob Dylan,i don t know,0.0,G3_abstention,True,True,True
hotpot_5adbfbd555429947ff173893,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,Kelly Lee Osbourne,kelly osbourne,0.8,SUCCESS,True,True,True
hotpot_5abf1ad15542997ec76fd3c2,Which French aristocrat and military officer who fought in the American Revoluti,Marquis de Lafayette,marquis de lafayette,1.0,SUCCESS,True,True,True
hotpot_5a7759fc5542993569682d60,Where are Teide National Park and Garajonay National Park located?,"Canary Islands, Spain",tenerife la gomera canary islands spain,0.667,SUCCESS,True,True,True
hotpot_5a80ddc555429938b6142224,The American actor Chip Zien is best known for this Broadway production by which,Stephen Sondheim,stephen sondheim,1.0,SUCCESS,True,True,True
hotpot_5a75d35d5542992d0ec05ffe,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Compa",Toppers Pizza,toppers pizza,1.0,SUCCESS,True,True,True
hotpot_5ae530e355429908b6326561,"""Twenty Two"" is an episode of the series ""The Twilight Zone."" adapted from an an",What's My Line,what s my line,1.0,SUCCESS,True,True,True
hotpot_5a733caa5542992359bc32a3,which board game has been around longer Obsession or Battle Sheep ?,Obsession,obsession,1.0,SUCCESS,True,True,True
hotpot_5ae3d0bb5542990afbd1e1e5,"are Dee Dee Ramone and Alex Band both singers, songwriters and musicians?",yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a8d8abf5542994ba4e3dca1,"what producer of The Real Housewives of Orange County also hosts ""Watch What Hap",Andy Cohen,andy cohen,1.0,SUCCESS,True,True,True
hotpot_5add11935542994734353827,Were the bands Skin Yard and Ostava from the U.S.?,no,skin yard yes ostava no,0.333,G2_reasoning_error,True,True,True
hotpot_5adfa73b55429942ec259ad8,"In which county is the university, at which Roger Groot was the Class of 1975 Al",Rockbridge County,virginia,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8afb9955429971feec45c2,The eighth-longest rollercoaster in the world is located in what theme park?,Disney California Adventure,disney california adventure,1.0,SUCCESS,False,True,True
hotpot_5ab84bab55429934fafe6d49,"Terence Richard ""Terry"" Norris starred in a 2007 Australian drama film that was ",Raimond Gaita,raimond gaita,1.0,SUCCESS,True,True,True
hotpot_5a79cd395542994bb94570be,What year was the recipient of the 2016 Best Footballer in Asia born?,1986,1986,1.0,SUCCESS,True,True,False
hotpot_5a8f157e554299458435d54d,Tom Thumb Food & Pharmacy is part of the southern division of a grocery company ,Boise,albertsons,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a84a97f5542992a431d1a87,Which British engineering company is best known for its luxury motor cars in the,D. Napier & Son,d napier son,1.0,SUCCESS,True,True,True
hotpot_5a750ccc5542993748c897a8,"Which mine first entered into production, Beaulieu Mine or Con Mine?",Con Mine,con mine,1.0,SUCCESS,True,True,True
hotpot_5ae40a2955429970de88d8a3,In what Italian region was the House of Grimaldi?,Liguria,genoa,0.0,G1_confabulation,False,True,True
hotpot_5a76f45a5542994aec3b719b,"What band formed in 1995 and came out with an album called ""Welcome Interstate M",Fountains of Wayne,fountains of wayne,1.0,SUCCESS,True,True,True
hotpot_5a81329655429926c1cdad0c,What electronic attack squadron is permanently stationed on two pieces of land n,Black Ravens,vaq 142,0.0,G1_confabulation,True,True,True
hotpot_5a8d9f35554299441c6ba018,Are Kenji Mizoguchi and David Wall from the same country?,no,no,1.0,SUCCESS,True,True,True
hotpot_5abd93115542996e802b47e0,A private university that beat Georgetown during a basketball tournament is from,Marietta,marietta georgia,0.667,SUCCESS,True,True,True
hotpot_5a9051d955429916514e7474,"Who performed on an album named ""Runaljod - Ragnarok"" and a film named ""Flukt""?",Kristian Eivind Espedal,wardruna gaahl,0.0,G1_confabulation,True,True,True
hotpot_5a816db055429903bc27b961,In what city are both 8 Spruce Street and the World Trade Center located?,New York City,new york city,1.0,SUCCESS,True,True,True
hotpot_5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with t,bobsledder,bobsledder,1.0,SUCCESS,True,True,True
hotpot_5adc99cf554299438c868e0d,What is the middle name of the singer who recorded Would You Like to Take a Walk,Jane,nicholas,0.0,G1_confabulation,True,True,True
hotpot_5adfad2b554299603e41835c,The song Arizona was recorded by Paul Revere and Mark Lindsay but who wrote the ,Kenny Young,kenny young,1.0,SUCCESS,True,True,True
hotpot_5ae241005542994d89d5b3a4,What nationality was the pirate who along with Robert Culliford stole Jean Fanti,Scottish,english,0.0,G1_confabulation,True,True,True
hotpot_5ae4d3a55542990ba0bbb164,What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,dewey lake monster,1.0,SUCCESS,True,True,True
hotpot_5a7e05ba5542995f4f402392,For One Night Only was hosted by the man most well-known for hosting what show f,The Late Late Show,late late show,1.0,SUCCESS,True,True,True
hotpot_5ac4f7e955429924173fb523,The English chef known for his back-to-basics philosphy has a sister named what?,Sophy,jane fearnley whittingstall,0.0,G1_confabulation,True,True,True
hotpot_5a78f05155429970f5fffde3,What award has both Nicole Kidman and Tom Cuise been given?,Golden Globe Award,golden globe award,1.0,SUCCESS,True,True,True
hotpot_5ae198bf5542997b2ef7d20d,Were Chad Gray and Dickie Peterson both singers?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5abbaf6c554299660624171c,What was the profession of Cate Shortland and Sidney Franklin?,film director,writer and director,0.4,G2_reasoning_error,True,True,True
hotpot_5a7e5ec25542991319bc947a,"Which tennis player is younger, John Newcombe or Květa Peschke?",Květa Peschke,květa peschke,1.0,SUCCESS,True,True,True
hotpot_5a8b3c0055429949d91db4f8,IS Paul Sloane noted for directing more musicals than  Jacques Demy,no,i don t know,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a82817555429954d2e2eb5a,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",naked soldier,0.5,SUCCESS,True,True,True
hotpot_5ab32256554299233954ff22,What position does Kyle York hold at the internet performance management company,Chief Strategy Officer,chief strategy officer,1.0,SUCCESS,True,True,True
hotpot_5a7e7ed05542991319bc94c2,"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",gallery,0.0,G1_confabulation,True,True,True
hotpot_5ab89cc25542991b5579efc3,"Darryl Kubian's ""O for a Muse of Fire"" is based upon the events surrounding whic",Battle of Agincourt (1415),battle of agincourt,0.857,SUCCESS,False,True,False
hotpot_5ab52bd1554299637185c4ee,Are TEC-1 and Dubna 48K are based on the same processor?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ab8261655429934fafe6cf1,What Metropolitan City was Massimo Giordano born in?,Naples,pompei,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8ee02955429917b4a5bdfa,Rex Salas is an American record producer who worked with an American singer and ,Goddess of Pop,queen of r b,0.286,G2_reasoning_error,True,True,True
hotpot_5a82626655429966c78a6a08,"Who has been a member of more music bands, Ian MacKaye or Brody Dalle?",Ian Thomas Garner MacKaye,ian mackaye,0.667,SUCCESS,True,True,True
hotpot_5a90362f55429933b8a2049d,What play was written by Evgeny Schwartz and directed by Benno Besson?,"""The Dragon""",dragon,1.0,SUCCESS,True,True,True
hotpot_5adbd60855429944faac2377,Which author wrote a play in 2006 and a book on homosexual sex in 1977?,Edmund Valentine White III,edmund white,0.667,SUCCESS,True,True,True
hotpot_5ac0fd56554299012d1db679,Carrie Coon plays Margo Dunne in a 2014 film set in what state?,Missouri,missouri,1.0,SUCCESS,True,True,True
hotpot_5a78d38455429970f5fffd94,Who is one other client that is represented by the same person that also represe,Angelina Jolie,amal clooney,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8d0efd5542994ba4e3dbc6,The competition Lev Oborin won in 1927 is held in what city?,"Warsaw, Poland",warsaw,0.667,SUCCESS,True,True,True
hotpot_5a86038455429960ec39b600,The winner of the the London Riders' Championship in 1953 scored how many points,14,14 points,0.667,SUCCESS,True,True,False
hotpot_5a81df7d55429926c1cdadaa,The 2014–15 UEFA Champions League knockout phase lead to the final of the 23rd s,European Champion Clubs' Cup,european champion clubs cup,1.0,SUCCESS,True,True,True
hotpot_5ae364285542991a06ce99b3,What stye of Martial arts did Royler Gracie tutor Maurcio Villardo?,Brazilian jiu-jitsu,brazilian jiu jitsu,1.0,SUCCESS,True,True,True
hotpot_5a81d19b55429926c1cdad90,"Tryon D. Lewis is a lawyer from Odessa, Texas which is located in what county?",Ector County,ector county,1.0,SUCCESS,True,True,True
hotpot_5ae322b75542994393b9e622,Gérard Dubois opened the first La Rose Noire in which complex of office towers a,Pacific Place,pacific place,1.0,SUCCESS,True,True,True
hotpot_5ab99a215542996be202056a,"The castle where ""Spook Squad"" was filmed is in what part of Scotland?","Aberdeenshire, Scotland",aberdeenshire,0.667,SUCCESS,True,True,True
hotpot_5ab2f6bd554299166977415e,Whose helmet is it discovered in 1939 which is well preserved and together with ,is widely believed to have been the helmet of King Rædwald of East Anglia,sutton hoo,0.0,G1_confabulation,True,True,True
hotpot_5a8c7703554299585d9e36b9,For what ogranization does a commentator of Press TV serve as associate director,Henry Jackson Society,douglas murray,0.0,G1_confabulation,True,True,True
hotpot_5abbc58455429931dba14502,Stephen susco wrote a movie produced by which american film actor?,Sam Raimi,i don t know,0.0,R1_retrieval_hard_miss,False,False,False
hotpot_5a714de95542994082a3e7a8,"Alexander Young, also known as George Alexander, is the uncle to which Scottish ",Stephen Crawford Young,stevie young,0.4,G2_reasoning_error,True,True,True
hotpot_5adf72d35542992d7e9f9369,Are William Kronick and Jon Turteltaub both television writers ?,no,no,1.0,SUCCESS,True,True,False
hotpot_5a7a32225542990783324eb4,Future Rhythm is the fourth album from a rap group that is from what city?,Oakland,digital underground,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5abac35055429901930fa8ae,"Which character did this Australian-American actress who appeared in the movie """,Angel Parrish,angel parrish,1.0,SUCCESS,True,True,True
hotpot_5a8dd13055429917b4a5bcba,What film studio produced both National Treasure and The Computer Wore Tennis Sh,Walt Disney Pictures,walt disney pictures,1.0,SUCCESS,True,True,True
hotpot_5aba8d4655429901930fa82b,"Which writer, Karen Blixen or Woody Allen, has a broader range of artistic talen","""Woody"" Allen",woody allen,1.0,SUCCESS,True,True,True
hotpot_5a7f18a35542994959419aa6,On which coast can the California Aqueduct and the Lake Washington Ship Canal be,west,california and washington,0.0,G1_confabulation,True,True,True
hotpot_5aba7d8655429901930fa7ec,Where is the University Joe Odom played football for located?,"West Lafayette, Indiana",purdue university,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ab682dc55429954757d3318,"author of the popular ""Getting Started in Electronics"" founded Micro Instrumenta","Albuquerque, New Mexico",new mexico,0.8,SUCCESS,True,True,True
hotpot_5ab2d1c45542992953946877,"As an American producer of canned soups and related products based in Camden, Ne",The Campbell Soup Company,campbell soup company,1.0,SUCCESS,True,True,True
hotpot_5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,Samuel Hui,i don t know,0.0,G3_abstention,False,True,True
hotpot_5a77a7db5542995d8318124d,"Which author was born first, Josephine Tey or Julia Peterkin?",Julia Peterkin,julia peterkin,1.0,SUCCESS,True,True,True
hotpot_5a7525405542993748c897ce,"What is the name of the American author, songwriter, educator, lawyer, diplomat,",James Weldon Johnson,james weldon johnson,1.0,SUCCESS,True,True,True
hotpot_5a8c7232554299585d9e36a6,What is a Southern European island country that was home to an airline pilot who,Malta,malta,1.0,SUCCESS,True,True,True
hotpot_5a738b855542992d56e7e363,"Which hospital opened first, St. Elizabeths Hospital or Providence Hospital?",St. Elizabeths Hospital,st elizabeths hospital,1.0,SUCCESS,True,True,True
hotpot_5ae2eda355429928c4239570,Who wrote the tragic play which also has a 1968 film with a soundtrack by Nino R,William Shakespeare,william shakespeare,1.0,SUCCESS,True,True,True
hotpot_5ab3af70554299233954ff81,Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produ,Orson Welles,orson welles,1.0,SUCCESS,True,True,True
hotpot_5a7b8f66554299294a54a9f7,"What I Saw: Reports from Berlin, 1920-1933 is a book by a writer born in which y",1894,1894,1.0,SUCCESS,True,True,False
hotpot_5aba75e655429955dce3ee3c,In which city have Gary Ayres and Neil Craig both been head coach of the Crows?,Adelaide,adelaide,1.0,SUCCESS,True,True,True
hotpot_5ae17a9b5542990adbacf7a2,Was the band The Shins formed before the band Paramore?  ,yes,no,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ae8295955429952e35eaa6d,"Henricus Antonius ""Han"" van Meegeren sold a forged painting to a military leader",Pour le Mérite,pour le mérite,1.0,SUCCESS,True,True,True
hotpot_5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the seri",Daredevil,daredevil,1.0,SUCCESS,True,True,True
hotpot_5adf9dc3554299025d62a2e6,What is the name of the actress who has received a Drama Desk award and was part,Laura Ann Osnes,laura osnes,0.8,SUCCESS,True,True,True
hotpot_5ac434cb5542997ea680ca2f,What river runs along the neighborhood where Ashley Estes Kavanaugh's wedding wa,Potomac River,potomac river,1.0,SUCCESS,False,True,False
hotpot_5adc02445542994650320c4e,Ethel Winter worked with which avant-garde theater director?,Jean Erdman,jean erdman,1.0,SUCCESS,True,True,True
hotpot_5ab29426554299545a2cf99f,Calvin Murphy's record of being the shortest NBA player to play in an All-Star G,Cavaliers,cavaliers,1.0,SUCCESS,True,True,True
hotpot_5a7769a35542993569682d8f,"Which documentary was release first, Baghdad ER or The Ten-Year Lunch?",The Ten-Year Lunch,ten year lunch,1.0,SUCCESS,True,True,True
hotpot_5a866fed554299211dda2b2e,Psycho-physical Awareness was developed into an original and dependable method b,his most brilliant student,his most brilliant student,1.0,SUCCESS,True,True,True
hotpot_5a7b971255429927d897bff3,What season of Gilmore Girls featured an actress as a maid of honor who had also,thirteenth,season 8,0.0,G1_confabulation,True,True,True
hotpot_5a83093c55429966c78a6b01,Were both Léopold Eyharts and Ulrich Walter a General in the French Air Force? ,no,no,1.0,SUCCESS,True,True,False
hotpot_5adf86b45542993344016cc1,Who was the fourth son of the lord of the Seventeen Provinces of the Netherlands,Diego Félix of Austria,diego félix of austria,1.0,SUCCESS,True,True,True
hotpot_5ac3b39e554299204fd21e09,Do Dillingham Airport and Rafael Hernández Airport both handle civilian (passeng,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a70f4c45542994082a3e437,"Which Italian-American composer and librettist wrote the English language opera,",Gian Carlo Menotti,gian carlo menotti,1.0,SUCCESS,True,True,True
hotpot_5ab674ee5542995eadeefff2,Hivange is a village in a country that has how many official languages ?,three official languages,three,0.5,SUCCESS,True,True,True
hotpot_5abeb7eb5542993fe9a41d1f, The 2010–11 Old Dominion Monarchs basketball team was led by the coach of what ,American,american,1.0,SUCCESS,True,True,True
hotpot_5adfdc7d55429942ec259b64,"Who was older, George Atzerodt or Andrew Johnson?",Andrew Johnson,andrew johnson,1.0,SUCCESS,True,True,True
hotpot_5ae52cb955429908b6326540,What is type of philosophies is The Structure of Liberty about?,political,libertarianism,0.0,G1_confabulation,True,True,True
hotpot_5a8f5bb45542992414482a77,What is the population of the province Herald Provincial Park is in?,more than four and a half million people,more than four and half million people,1.0,SUCCESS,True,True,True
hotpot_5ac18b585542994ab5c67d76,What actor played the male lead in a teen comedy about a high school nerd direct,Patrick Dempsey,patrick dempsey,1.0,SUCCESS,True,True,True
hotpot_5ae65e6a5542996d980e7b1d,In 1943 designer Robert Lutyens joined to board of a company headquartered in wh,"City of Westminster, London",leeds,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ab85c8d55429934fafe6d84,What is the name of this Austrian association football club from Vienna for whic,Austria Wien,austria wien,1.0,SUCCESS,True,True,True
hotpot_5a70f0a75542994082a3e403,"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?",Scanian dialects,spiddekaga,0.0,G1_confabulation,True,True,True
hotpot_5ade450b5542997c77adedc5,"Manchester, New Hampshire is a part of the Northeast megalopolis which included ","Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C.",boston providence hartford,0.375,G2_reasoning_error,True,True,True
hotpot_5ae30aa05542992decbdcdd7,The design team for role playing game Black Crusade featured the work of this de,Dark Heresy,warhammer 40 000,0.0,G1_confabulation,True,True,True
hotpot_5a867089554299211dda2b30,"Which magazine is published more often, Shonen Jump or Rolling Stone?",Rolling Stone,weekly,0.0,G1_confabulation,True,True,True
hotpot_5a8081975542992097ad2fef,"Who directed more films, Leslie Goodwins or Kenneth Webb?",Leslie Goodwins,leslie goodwins,1.0,SUCCESS,True,True,True
hotpot_5a84f7255542991dd0999e33,Which country borders the Central African Republic and is south of Libya and eas,Republic of Chad,chad,0.5,SUCCESS,True,True,True
hotpot_5a7bd25a554299294a54ab13,"Which director lived longer, Lowell Sherman or Jonathan Kaplan?",Jonathan Kaplan,lowell sherman,0.0,G1_confabulation,True,True,True
hotpot_5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelt",LaLee's Kin: The Legacy of Cotton,lalee s kin legacy of cotton,1.0,SUCCESS,True,True,True
hotpot_5a8900c75542997e5c09a6ed,What ingredient is in both Cosmopolitan and Cuba Libre?,lime,i don t know,0.0,G3_abstention,True,True,True
hotpot_5a8351fd55429954d2e2ec98,What superhero is followed in the American comic book series that started as a h,Thor,thor,1.0,SUCCESS,True,True,True
hotpot_5a8324815542990548d0b184,Dead but Rising was a song by the Danish band fomed in what city in 2001?,Copenhagen,copenhagen,1.0,SUCCESS,True,True,True
hotpot_5a79cabc5542994f819ef0a1,Who was the final champion of the Thailand Masters that was from Hong Kong?,Marco Fu,marco fu,1.0,SUCCESS,True,True,True
hotpot_5ade8b2655429975fa854eff,What is the nickname of this American retired airline captain celebrated for his,Sully,sully,1.0,SUCCESS,True,True,True
hotpot_5a890b895542995153361278,The first person to reach both poles named a glacier after which person? ,the daughter of Fridtjof Nansen.,fridtjof nansen,0.667,SUCCESS,True,True,True
hotpot_5abf877c5542990832d3a147,Are the Kabataş Erkek Lisesi school and the Küçüksu Palace located in the same c,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ac01e77554299012d1db5ac,By what type of music was this English composer who collaborated with Ella Mary ,Tudor music and English folk-song,tudor music and english folk song,1.0,SUCCESS,True,True,True
hotpot_5a772c925542993735360208,Which was published first Polarity or The Farming Game?,The Farming Game,farming game,1.0,SUCCESS,True,True,True
hotpot_5ab69e4f554299710c8d1eee,Katie sagona is known as what kind of actor because she was a child acting on st,child actor,child actor,1.0,SUCCESS,True,True,True
hotpot_5a7455eb55429979e2882908,"Which Avalanche happened first, Rigopiano avalanche or 1999 Galtür avalanche ?",The Galtür avalanche,rigopiano avalanche,0.5,SUCCESS,True,True,True
hotpot_5adf04c95542993a75d263d5,which American soldier and serial killer was Death of a Soldier based on ,Edward Joseph Leonski,eddie leonski,0.4,G2_reasoning_error,True,True,True
hotpot_5abbf8bc5542993f40c73c35,Are both Viken Babikian and Don Manoukian American ?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a74feb75542996c70cfae6d,"Which man, Ibn Tufail or Ali Qushji, is best known for the development of astron",Ali Qushji,ali qushji,1.0,SUCCESS,True,True,True
hotpot_5a886886554299206df2b258,What is the international football competition for women that Liu Ailing played ,international football competition,fifa women s world cup,0.0,G1_confabulation,True,True,True
hotpot_5a7643675542994ccc918747,Who was born first D. Ross Lederman or Stefan Ruzowitzky?,David Ross Lederman,d ross lederman,0.667,SUCCESS,True,True,True
hotpot_5ac282875542996773102546,Is James Bourne a band member of both McBusted and The Auteurs?,no,no,1.0,SUCCESS,True,True,True
hotpot_5add1c485542992c1e3a253d,"What is a popular industry in the neighborhood of Willow Vale, New South Wales?",wineries,i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ac546975542993e66e8229a,"What year was the early consumer co-operative, in which a 2012 British biographi",1844,1844,1.0,SUCCESS,True,True,False
hotpot_5ac072ef554299294b218fe4,What country of origin does Jerry Barrett and Florence Nightingale have in commo,English,england,0.0,G1_confabulation,True,True,True
hotpot_5ab30336554299166977417c,Which American comedian starred in the original cast of Saturday Night Live and ,Garrett Morris,garrett morris,1.0,SUCCESS,True,True,True
hotpot_5a80c74f554299260e20a158,"Who else besides ""The Golden Jet"" was born in Point Anne, Ontario?","Dennis Hull, as well as painter Manley MacDonald.",dennis hull,0.4,G2_reasoning_error,True,True,True
hotpot_5a7f9cb55542995d8a8ddec1,IN what year were both Franz Ferdinand and Sunrise Avenue formed?,2002,2001 and 2002,0.5,SUCCESS,True,True,False
hotpot_5ae7376f5542992ae0d163d2,A Talk is an EP by which South Korean singer and dancer?,Hyuna,hyuna,1.0,SUCCESS,True,True,True
hotpot_5a89f6235542993b751ca9c7,Were both Alvin Lee and Chad Gray lead vocalists for bands?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is loca",Newport,newport,1.0,SUCCESS,True,True,True
hotpot_5ac00cde554299012d1db58a,Are both movies Nerdcore Rising and What Would Jesus Buy? focused on similar top,no,no,1.0,SUCCESS,True,True,False
hotpot_5a775bd65542993569682d6b,What classmate of Tony Hendra is the Director of Research at the Centre for Theo,Stephen Hawking,anne christine davis,0.0,G1_confabulation,True,True,True
