query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
2wiki_9caa68c80bda11eba7f7acde48001122,What is the date of death of Siemowit V Of Masovia's mother?,20 April 1434,i don t know,0.0,G3_abstention,True,True,True
2wiki_3266976e0bdc11eba7f7acde48001122,Where was the father of Corey Hawkins (Basketball) born?,Chicago,indiana,0.0,S2_selection_chunk_miss,True,True,False
2wiki_f343220e08d211ebbd96ac1f6bf848b6,Are Car Trouble (Film) and White Heat (1926 Film) both from the same country?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_b3d611b3088a11ebbd6fac1f6bf848b6,Are Morrison Lake (Ontario) and Lake Peigneur located in the same country?,no,yes,0.0,S2_selection_chunk_miss,True,True,False
2wiki_48fc92ac089a11ebbd77ac1f6bf848b6,"Which film has the director born first, Charge Of The Model T'S or Girls Of The ",Girls Of The Night,maurice cloche,0.0,G1_confabulation,False,True,True
2wiki_3664c4fa08f811ebbdaaac1f6bf848b6,"Who died later, Léo Major or Charles Nicholls?",Léo Major,léo major,1.0,SUCCESS,True,True,True
2wiki_a995507c0bdd11eba7f7acde48001122,What nationality is the director of film These Charming People?,France,i don t know,0.0,G3_abstention,False,True,True
2wiki_e35b10de08cd11ebbd93ac1f6bf848b6,"Which film has the director who died later, Paper Bullets or Karakolda Ayna Var?",Karakolda Ayna Var,karakolda ayna var,1.0,SUCCESS,False,True,True
2wiki_e4d7033a0bdb11eba7f7acde48001122,What is the date of birth of the performer of song Fix (Chris Lane Song)?,"November 9, 1984",november 9 1984,1.0,SUCCESS,True,True,True
2wiki_e9e79ad008d211ebbd96ac1f6bf848b6,"Which film was released first, Malaikat Tanpa Sayap or D-Day The Sixth Of June?",D-Day The Sixth Of June,malaikat tanpa sayap,0.0,G1_confabulation,True,True,True
2wiki_51c970e6097111ebbdb0ac1f6bf848b6,"Did the movies Sisters In Arms (1918 Film) and Embassy (Film), originate from th",yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_b7a543b60bdd11eba7f7acde48001122,"Where was the father of Johann Wilhelm, Duke Of Saxe-Jena born?",Weimar,weimar,1.0,SUCCESS,True,True,True
2wiki_6e84a06c0bda11eba7f7acde48001122,When is the director of film Kalteva Torni 's birthday?,31 October 1963,i don t know,0.0,G3_abstention,False,True,True
2wiki_dbc5b0a60bdc11eba7f7acde48001122,What is the place of birth of Infante Carlos Of Spain (1607–1632)'s father?,Madrid,madrid,1.0,SUCCESS,False,True,True
2wiki_f6b368dc0bdb11eba7f7acde48001122,What is the place of birth of the director of film Les Anges De Satan?,Salé,morocco,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f77e556e0baf11ebab90acde48001122,Who is the paternal grandfather of Władysław I Of Płock?,"Siemowit III, Duke of Masovia",siemowit iv,0.286,G2_reasoning_error,True,True,True
2wiki_be501eae0bdb11eba7f7acde48001122,Which country Djedkhonsuefankh's father is from?,Ancient Egypt,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_2c16e30e08e511ebbda4ac1f6bf848b6,"Which film has the director who died first, No Highway In The Sky or Funny Face?",No Highway In The Sky,ray enright,0.0,G1_confabulation,False,True,True
2wiki_695f82d80bde11eba7f7acde48001122,Where did the director of film Island In The Sun (Film) die?,Hollywood,john farrow,0.0,G1_confabulation,False,True,True
2wiki_1a89b60308f911ebbdaaac1f6bf848b6,"Which magazine was published first, Kuhinjica or Xray Magazine?",Xray Magazine,xray magazine,1.0,SUCCESS,True,True,True
2wiki_8f038cdb096011ebbdafac1f6bf848b6,"Which film came out earlier, Aram + Aram = Kinnaram or Thayagam?",Aram + Aram = Kinnaram,aram aram kinnaram,1.0,SUCCESS,True,True,True
2wiki_9997225c0bda11eba7f7acde48001122,Where was the place of burial of the director of film The Last Company?,Forest Lawn Memorial Park,i don t know,0.0,G3_abstention,True,True,True
2wiki_4fe7b544088911ebbd6eac1f6bf848b6,"Who is older, Jacob Biltius or Talel Chedly?",Jacob Biltius,talel chedly,0.0,G1_confabulation,True,True,True
2wiki_4294eaae0bb011ebab90acde48001122,Who is John Kemys Spencer-Churchill's paternal grandfather?,"George Spencer-Churchill, 5th Duke of Marlborough",george spencer churchill,0.6,SUCCESS,True,True,True
2wiki_ac47c76508c411ebbd8eac1f6bf848b6,"Who is younger, Marcus Sixtensson or Khaled Falah?",Marcus Sixtensson,khaled falah,0.0,G1_confabulation,True,True,True
2wiki_ef8e26c608dd11ebbd9eac1f6bf848b6,"Which film was released more recently, Little Suck-A-Thumb or Lucky Fugitives?",Little Suck-A-Thumb,little suck thumb,1.0,SUCCESS,True,True,True
2wiki_fe6b99fe08d011ebbd95ac1f6bf848b6,"Which film has the director who died later, America America or Bees In Paradise?",Bees In Paradise,america america,0.0,G1_confabulation,False,True,True
2wiki_61d0ac6a0bdc11eba7f7acde48001122,When was Ibrahim Of Johor's father born?,3 February 1833,i don t know,0.0,G3_abstention,True,True,True
2wiki_430b891e0bda11eba7f7acde48001122,Which country Susan Roces's husband is from?,Filipino,sri lanka,0.0,S2_selection_chunk_miss,False,True,False
2wiki_01c988da08b911ebbd88ac1f6bf848b6,"Which film has the director who died first, Hôtel De France or Wedding Bills?",Wedding Bills,george cukor,0.0,G1_confabulation,False,True,True
2wiki_59acfe98096c11ebbdafac1f6bf848b6,"Which film has more directors, Little Black Book or Bombay Calling?",Bombay Calling,little black book,0.0,G1_confabulation,True,True,True
2wiki_dfb8686808d311ebbd96ac1f6bf848b6,"Who lived longer, Les Sille or William Grant Still?",William Grant Still,les sille,0.0,G1_confabulation,True,True,True
2wiki_71d8e20e0bdb11eba7f7acde48001122,What is the place of birth of Clara Novello's father?,London,london,1.0,SUCCESS,True,True,True
2wiki_a206979a0baf11ebab90acde48001122,Who is the mother-in-law of Hafsa Hatun?,Gülçiçek Hatun,i don t know,0.0,G3_abstention,False,True,True
2wiki_72a61b200bdb11eba7f7acde48001122,When was the director of film We Who Are About To Die born?,"April 16, 1888",i don t know,0.0,G3_abstention,False,True,True
2wiki_1050005608b311ebbd86ac1f6bf848b6,"Which film came out first, The Woman Dressed As A Man or Kill Me Again?",The Woman Dressed As A Man,woman dressed as man,1.0,SUCCESS,True,True,True
2wiki_7f800bee08c511ebbd8eac1f6bf848b6,"Which film has the director died earlier, Love In Exile or Manchi Vallaki Manchi",Love In Exile,love in exile,1.0,SUCCESS,False,True,True
2wiki_cea1f56e0bdd11eba7f7acde48001122,What nationality is Huo Yi's father?,Eastern Han Dynasty,chinese,0.0,G1_confabulation,True,True,True
2wiki_903fefff08d011ebbd95ac1f6bf848b6,"Which film was released more recently, Siren Of Bagdad or The Storyteller Of Ven",Siren Of Bagdad,storyteller of venice,0.333,G2_reasoning_error,True,True,True
2wiki_2c4c72080bdd11eba7f7acde48001122,Where was the place of death of the director of film I Was A Convict?,Los Angeles,berlin,0.0,G1_confabulation,False,True,True
2wiki_1fc14b400bdc11eba7f7acde48001122,Where was the place of death of Linda Miller (Actress)'s husband?,Scranton,los angeles,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f2c94157088e11ebbd70ac1f6bf848b6,"Who is younger, Robert Meiklejohn or Jennifer Padilla?",Jennifer Padilla,jennifer padilla,1.0,SUCCESS,True,True,True
2wiki_f29c4915088c11ebbd70ac1f6bf848b6,"Which film has the director died first, Red Sundown or Suvarna Sethuve?",Red Sundown,edward sedgwick,0.0,G1_confabulation,False,True,True
2wiki_10cedc9c0baf11ebab90acde48001122,"Who is Humphrey, 2Nd Earl Of Buckingham's aunt?",Mary de Bohun,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_d61d801e0bd911eba7f7acde48001122,Who is the father of the director of film Little Joe (Film)?,Rudolf Hausner,jessica hausner,0.5,SUCCESS,False,True,False
2wiki_0c3dba160bde11eba7f7acde48001122,Where does Sharon Tiller's husband work at?,UC Berkeley,wgbh tv executive in charge,0.0,S2_selection_chunk_miss,False,True,False
2wiki_d4bac26008fd11ebbdadac1f6bf848b6,"Which film was released more recently, Son Of France or Switchmas?",Switchmas,switchmas,1.0,SUCCESS,True,True,True
2wiki_791a6e4d087111ebbd63ac1f6bf848b6,"Do both films, Chasing Fortune and Love Is Blind (1925 Film), have the directors",yes,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e0a2de32097c11ebbdb0ac1f6bf848b6,"Which film came out earlier, Au Revoir Les Enfants or Physical Jerks?",Au Revoir Les Enfants,au revoir les enfants,1.0,SUCCESS,True,True,True
2wiki_05be3f1e0baf11ebab90acde48001122,Who is the father-in-law of Lady Zhang (Lü Shao'S Wife)?,Lü Guang,lü guang,1.0,SUCCESS,True,True,True
2wiki_c494b5c00bdd11eba7f7acde48001122,Where did the director of film Rok Sako To Rok Lo study?,IIPM,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7dd9b4ba0bdc11eba7f7acde48001122,What is the place of birth of the director of film Fangs Of Fate (1928 Film)?,Rockland,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f8b4545a08a111ebbd7aac1f6bf848b6,"Which film has the director who died first, Cuando En El Cielo Pasen Lista or Th",Cuando En El Cielo Pasen Lista,carlos f borcosque,0.0,G1_confabulation,False,True,True
2wiki_c70fafe6089311ebbd75ac1f6bf848b6,"Which film has the director who died earlier, 'If Only' Jim or Captain Eddie?",Captain Eddie,jim,0.0,G1_confabulation,False,True,True
2wiki_e06d09c0091c11ebbdaeac1f6bf848b6,"Which film was released earlier, Mike'S Murder or Adimai Changili?",Mike'S Murder,mike s murder,1.0,SUCCESS,True,True,True
2wiki_767c8a160bb011ebab90acde48001122,Who is the paternal grandfather of Matilda Of Hesse?,Louis I,i don t know,0.333,G3_abstention,False,True,True
2wiki_30bdb3b40bde11eba7f7acde48001122,What nationality is Judith Of Habsburg's father?,Austria,german,0.0,G1_confabulation,False,True,True
2wiki_b3b6e11708cb11ebbd92ac1f6bf848b6,"Who is older, Georg Wenker or Ida Turay?",Georg Wenker,georg wenker,1.0,SUCCESS,True,True,True
2wiki_6c473ef20baf11ebab90acde48001122,Who is the father of Princess Elisabeth Of Denmark?,"Knud, Hereditary Prince of Denmark",hereditary prince knud,0.75,SUCCESS,True,True,True
2wiki_1fcb35680bde11eba7f7acde48001122,"Where did Thomas Howard, 2Nd Duke Of Norfolk's father die?",Battle of Bosworth,i don t know,0.0,G3_abstention,True,True,True
2wiki_b22b87b40bd911eba7f7acde48001122,What is the place of birth of the director of film Sweepstakes (Film)?,"Oklahoma City, Oklahoma",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_cd72d37a08f911ebbdaaac1f6bf848b6,"Which film came out first, Su-Ki-Da or Tales From The Golden Age?",Su-Ki-Da,su ki da,1.0,SUCCESS,True,True,True
2wiki_73ac681a0bb011ebab90acde48001122,"Who is the paternal grandmother of Eric Iv, Duke Of Saxe-Lauenburg?",Elisabeth of Pomerania,i don t know,0.0,G3_abstention,True,True,True
2wiki_02b62fce087211ebbd64ac1f6bf848b6,"Which film whose director is younger, Phalitamsha or Gladiators Seven?",Phalitamsha,i don t know,0.0,G3_abstention,False,True,True
2wiki_6cde7600085f11ebbd5cac1f6bf848b6,Are Shooting High and The Will (1921 Film) both from the same country?,no,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_e63bfc97087d11ebbd6bac1f6bf848b6,"Which film has the director died later, The Rebellion Of The Brides or Arizona G",The Rebellion Of The Brides,arizona gang busters,0.0,G1_confabulation,False,True,True
2wiki_c172f6c4097e11ebbdb0ac1f6bf848b6,"Which film came out earlier, Music For A Blue Train or Big Eden?",Big Eden,music for blue train,0.0,G1_confabulation,True,True,True
2wiki_ca9d9baf085811ebbd5bac1f6bf848b6,"Which film has the director died earlier, Kati Patang or A Thief In The Dark?",A Thief In The Dark,p nagarajan,0.0,G1_confabulation,False,True,True
2wiki_84c99c760bb011ebab90acde48001122,"Who is the maternal grandmother of Louis, Dauphin Of France (Son Of Louis Xv)?",Catherine Opalińska,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_a91307160bdd11eba7f7acde48001122,Where did the composer of song The Red Telephone (Song) die?,"Memphis, Tennessee",worthing sussex,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6c4e991e0bdb11eba7f7acde48001122,What is the place of birth of the director of film A Man Called Ove?,Lidingö,uppsala,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e23884ee095a11ebbdaeac1f6bf848b6,"Which one was established first, Cinemart or Moynat?",Moynat,moynat,1.0,SUCCESS,True,True,True
2wiki_73ea1798090a11ebbdadac1f6bf848b6,"Which film came out earlier, The Missing Clerk or The Charm Of La Boheme?",The Charm Of La Boheme,missing clerk,0.0,G1_confabulation,True,True,True
2wiki_17d8beda089f11ebbd78ac1f6bf848b6,Do director of film Battle Of The Last Panzer and director of film The Man Who W,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_245854c60bde11eba7f7acde48001122,Which country Patrick Hemingway's mother is from?,American,i don t know,0.0,G3_abstention,True,True,True
2wiki_73def83e0bdd11eba7f7acde48001122,Where was the place of death of the director of film The Pipes?,Přerov,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_dcdda2c708af11ebbd83ac1f6bf848b6,"Did the movies The Man With The Iron Heart (Film) and Flowers Of Evil (Film), or",yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_b6990ebe0bdb11eba7f7acde48001122,What is the place of birth of the director of film The Party Animal?,Shreveport,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e9495f7508bd11ebbd8aac1f6bf848b6,"Which film has the director born earlier, Broadway Or Bust or Flying Disc Man Fr",Broadway Or Bust,edward sedgwick,0.0,G1_confabulation,False,True,True
2wiki_9b5d493e0baf11ebab90acde48001122,Who is the father of Nicu Ceaușescu?,Nicolae Ceaușescu,nicolae ceaușescu,1.0,SUCCESS,True,True,True
2wiki_6c668bf6088311ebbd6dac1f6bf848b6,Are director of film The Girl In The Sneakers and director of film Long Pants bo,no,no,1.0,SUCCESS,False,True,False
2wiki_abf002e908a611ebbd7fac1f6bf848b6,"Which film whose director was born first, Naagapanchami or The Girl In The Glass",The Girl In The Glass Cage,ralph dawson,0.0,G1_confabulation,False,True,True
2wiki_cfe7d6040bd911eba7f7acde48001122,Where was the place of death of Gülnuş Sultan's husband?,Edirne,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_0788eaa40bde11eba7f7acde48001122,Where was the place of burial of Al-Mu'Tasim's father?,Iraq,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_2c460574087e11ebbd6bac1f6bf848b6,"Which film whose director is younger, Baxter, Vera Baxter or Plonger?",Plonger,plonger,1.0,SUCCESS,False,True,True
2wiki_0cdb4d11085c11ebbd5cac1f6bf848b6,"Which film has the director who was born first, Going All The Way or Married To ",Married To The Mob,i don t know,0.0,G3_abstention,False,True,True
2wiki_a4f371300baf11ebab90acde48001122,"Who is the father-in-law of Valerie, Margravine Of Baden?","Berthold, Margrave of Baden",maximilian margrave of baden,0.75,SUCCESS,True,True,True
2wiki_1d38646108e611ebbda4ac1f6bf848b6,Do both directors of films Kangaroo Jack and Executive Action (Film) have the sa,no,no,1.0,SUCCESS,False,True,True
2wiki_2779bc440bde11eba7f7acde48001122,Where was the place of burial of Lord Bernard Stewart's father?,Westminster Abbey,i don t know,0.0,G3_abstention,False,True,True
2wiki_8ec69f080bdd11eba7f7acde48001122,What is the place of birth of Moza Bint Nasser's husband?,Doha,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_b942cafc08c411ebbd8eac1f6bf848b6,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot",Complete Unknown,complete unknown,1.0,SUCCESS,False,True,True
2wiki_fef3cf7a089611ebbd76ac1f6bf848b6,"Which film has the director who is older than the other, Gorbaciof or In The Moo",In The Mood For Love,i don t know,0.0,G3_abstention,False,True,True
2wiki_f77e7afa0bda11eba7f7acde48001122,Who is the spouse of the founder of university Doshisha University?,Yamamoto Yaeko,yamamoto yaeko,1.0,SUCCESS,True,True,True
2wiki_ed92779008c811ebbd92ac1f6bf848b6,"Which film has the director born later, The Way To Love or My Love Came Back?",My Love Came Back,norman taurog,0.0,G1_confabulation,False,True,True
2wiki_9a37f3b20bda11eba7f7acde48001122,"Where did Arthur Plantagenet, 1St Viscount Lisle's father die?",Westminster,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5f180c13088911ebbd6eac1f6bf848b6,"Which film came out first, La Maison De La Fléche or Midnight Revue?",La Maison De La Fléche,la maison de la fléche,1.0,SUCCESS,True,True,True
2wiki_56fb5d4e0baf11ebab90acde48001122,Who is Sophie Winkleman's mother-in-law?,Princess Michael of Kent,princess margaret countess of snowdon,0.444,G2_reasoning_error,False,True,True
2wiki_b53db2b80bdb11eba7f7acde48001122,Where was the place of burial of the performer of song Honky-Tonk Man?,Louisiana,forest hill cemetery in wisconsin rapids,0.0,S2_selection_chunk_miss,True,True,False
2wiki_f4a52e17085e11ebbd5cac1f6bf848b6,"Which film has the director who was born later, A Night Of Adventure or Jai Jaga",Jai Jagannatha,jai jagannatha,1.0,SUCCESS,False,True,True
2wiki_7b0efff80bda11eba7f7acde48001122,Who is the father of the director of film Monday'S Child (Film)?,Leopoldo Torres Ríos,ingmar bergman,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1005aaa208b711ebbd88ac1f6bf848b6,Were Stuart Clarence Graham and Demelza Reveley from the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_e9b332fd089811ebbd77ac1f6bf848b6,"Which film was released earlier, Mercury Rising or Doordarshan Eti Jantra?",Mercury Rising,mercury rising,1.0,SUCCESS,True,True,True
2wiki_a380ab7c08b911ebbd88ac1f6bf848b6,"Which film came out first, Festival In Cannes or Petria'S Wreath?",Petria'S Wreath,petria s wreath,1.0,SUCCESS,True,True,True
2wiki_aca606aa0bdb11eba7f7acde48001122,Where was the place of burial of Şirin Hatun's husband?,Turkish,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_a7c458ef089311ebbd75ac1f6bf848b6,Were Douglas Geers and Robert Kyncl from the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_c581e00c08ae11ebbd83ac1f6bf848b6,"Which film whose director is younger, Blue Murder At St Trinian'S or The Price O",Blue Murder At St Trinian'S,i don t know,0.0,G3_abstention,False,True,True
2wiki_a6d397ea0bdd11eba7f7acde48001122,Where did Franciszek Ferdynant Lubomirski's father die?,Janowiec,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_dddda68c0bdc11eba7f7acde48001122,Who was the teacher of the composer of song Gretchen Am Spinnrade?,Antonio Salieri,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_02940204087811ebbd67ac1f6bf848b6,Did Isabelle Meyer and André Roch have the same nationality?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_08cfd9c4090111ebbdadac1f6bf848b6,"Which album was released first, Pandora'S Piñata or Rat Farm?",Pandora'S Piñata,rat farm,0.0,G1_confabulation,True,True,True
2wiki_09b3d6e20bdc11eba7f7acde48001122,Where was the director of film The Rawhide Terror born?,"Memphis, Tennessee",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_903eac2e0bdb11eba7f7acde48001122,Where did the director of film The Little Door Into The World die?,London,berlin,0.0,G1_confabulation,False,True,True
2wiki_480b4ea408ba11ebbd88ac1f6bf848b6,"Which film has the director died later, Excursion Train or Bad Day At Black Rock",Bad Day At Black Rock,excursion train,0.0,G1_confabulation,False,True,True
2wiki_b40e36b60bda11eba7f7acde48001122,When did Anna Fredericka Philippine Of Schleswig-Holstein-Sonderburg-Wiesenburg',3 August 1686,i don t know,0.0,G3_abstention,True,True,True
2wiki_3adf4e5a091511ebbdadac1f6bf848b6,"Which film came out first, Go Inside To Greet The Light or Kann Sivanthaal Mann ",Kann Sivanthaal Mann Sivakkum,go inside to greet light,0.0,G1_confabulation,True,True,True
2wiki_e85d87f4095111ebbdaeac1f6bf848b6,"Which one was established first, Nora Industrier or Remington Arms?",Remington Arms,remington arms,1.0,SUCCESS,True,True,True
2wiki_cfad61500bdd11eba7f7acde48001122,Where did the composer of film Bad Man'S River die?,Madrid,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_54014a680baf11ebab90acde48001122,Who is Felicia Of Roucy's mother-in-law?,Ermesinda of Bigorre,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_21c90ee5085f11ebbd5cac1f6bf848b6,"Which film has the director who died earlier, There'S That Woman Again or Hoodwi",There'S That Woman Again,hoodwink 1981 film,0.0,G1_confabulation,False,True,True
2wiki_09646113087011ebbd62ac1f6bf848b6,"Which film has the director died later, Fugitives For A Night or Chinese In Pari",Chinese In Paris,chinese in paris,1.0,SUCCESS,False,True,True
2wiki_03eecd9c0bb011ebab90acde48001122,Who is Princess Elisabeth Anna Of Prussia's maternal grandfather?,Leopold IV,prince frederick charles of prussia,0.0,G1_confabulation,True,True,True
2wiki_f52b28400bdd11eba7f7acde48001122,What is the place of birth of Alexandra Hasluck's husband?,"Fremantle, Western Australia",fremantle western australia,1.0,SUCCESS,True,True,True
2wiki_8e624f8b08cc11ebbd93ac1f6bf848b6,"Who was born first, Thomas Rolfe or Roger Miret?",Thomas Rolfe,thomas rolfe,1.0,SUCCESS,True,True,True
2wiki_89bca1ca088011ebbd6cac1f6bf848b6,"Which film has the director born later, Fængslende Feriedage or Ritzy?",Fængslende Feriedage,ritzy,0.0,G1_confabulation,False,True,True
2wiki_c81d185a0baf11ebab90acde48001122,"Who is the paternal grandmother of Sudeley Hanbury-Tracy, 3Rd Baron Sudeley?",Henrietta Susanna Tracy,emma elizabeth alicia pennant,0.0,G1_confabulation,True,True,True
2wiki_36a2aed80bde11eba7f7acde48001122,What is the place of birth of Julian Hawthorne's father?,Salem,salem massachusetts,0.667,SUCCESS,True,True,True
2wiki_30a6d07108ed11ebbda7ac1f6bf848b6,"Who is older, Maksim Kedrin or Peggy Pettitt?",Peggy Pettitt,peggy pettitt,1.0,SUCCESS,True,True,True
2wiki_983d79c208d011ebbd95ac1f6bf848b6,"Who is younger, Ismael Íñiguez or Fred Kornet?",Ismael Íñiguez,ismael íñiguez,1.0,SUCCESS,True,True,True
2wiki_2ca10c360bde11eba7f7acde48001122,Where was the place of death of the composer of song A House Is Not A Motel?,"Memphis, Tennessee",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_d27c4969084d11ebbd56ac1f6bf848b6,"Which film was released more recently, Higher Principle or Where The Dead Go To ",Where The Dead Go To Die,where dead go to die,1.0,SUCCESS,True,True,True
2wiki_a4f44cee0bdd11eba7f7acde48001122,Where was the father of Teobaldo Ii Ordelaffi born?,Italy,i don t know,0.0,G3_abstention,True,True,True
2wiki_0e6f502b08ec11ebbda7ac1f6bf848b6,Are Gut (Crișul Alb) and Gepiș both located in the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_515cc8f00bdc11eba7f7acde48001122,Why did the director of film The Lady Objects die?,Parkinson,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_3350a9de0bb011ebab90acde48001122,"Who is the mother of Burchard Iii, Duke Of Swabia?",Regelinda,regilinda,0.0,S2_selection_chunk_miss,True,True,False
2wiki_024207d40bb011ebab90acde48001122,Who is Marie Christine Felizitas Of Leiningen-Dagsburg-Falkenburg-Heidesheim's m,Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6f0744b2091a11ebbdaeac1f6bf848b6,"Which film was released first, The Killing Room or Dance Raja Dance?",Dance Raja Dance,dance raja dance,1.0,SUCCESS,True,True,True
2wiki_442257ba0bda11eba7f7acde48001122,Where did the director of film Permissive (Film) die?,Canadian,i don t know,0.0,G3_abstention,False,True,True
2wiki_f6e5d76b085a11ebbd5cac1f6bf848b6,"Which film was released more recently, Romance Of A Horsethief or Dhruvasangamam",Dhruvasangamam,dhruvasangamam,1.0,SUCCESS,True,True,True
2wiki_cd73fa43092711ebbdaeac1f6bf848b6,"Which album was released more recently, Veliki Prezir (Album) or Everything Rema",Everything Remains (As It Never Was),everything remains as it never was,1.0,SUCCESS,True,True,True
2wiki_fbd86f2a0bda11eba7f7acde48001122,Where was the place of death of Seraphina Sforza's husband?,Pesaro,i don t know,0.0,G3_abstention,True,True,True
2wiki_7e6f0a86085f11ebbd5cac1f6bf848b6,"Which film has the director who is older, The Return Of Boston Blackie or Dayava",The Return Of Boston Blackie,i don t know,0.0,G3_abstention,False,True,True
2wiki_55a8f41708c511ebbd8eac1f6bf848b6,"Which film whose director is younger, The Naked Cage or Thushaaram?",Thushaaram,naked cage,0.0,G1_confabulation,False,True,True
2wiki_a809d3720bdd11eba7f7acde48001122,Where does Nicholas Hughes's mother work at?,Smith College,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_65bdc3a1092311ebbdaeac1f6bf848b6,"Which film was released more recently, Rangers Of Fortune or Pornmaking For Dumm",Pornmaking For Dummies,pornmaking for dummies,1.0,SUCCESS,True,True,True
2wiki_f944a6ed086b11ebbd60ac1f6bf848b6,"Which film has the director died first, The Bride Comes Home or The Soul Market?",The Soul Market,john h collins,0.0,G1_confabulation,False,True,True
2wiki_d72f1c660bdd11eba7f7acde48001122,Where did Khanzada Begum's father die?,Fergana,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6553f80b08d111ebbd95ac1f6bf848b6,Are Corrente River (Bahia) and Crawfish River located in the same country?,no,no,1.0,SUCCESS,True,True,True
2wiki_a5ae76280bdd11eba7f7acde48001122,What nationality is Zainab Sultan Begum's husband?,Mughal Empire,i don t know,0.0,G3_abstention,False,True,True
2wiki_8fbf15f60bd911eba7f7acde48001122,Which award the director of film Better Man (Miniseries) won?,Young Australian of the Year,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e744a1a108a611ebbd7fac1f6bf848b6,"Which film has the director born earlier, Count Varenne'S Lover or The Girl On T",Count Varenne'S Lover,count varenne s lover,1.0,SUCCESS,False,True,True
2wiki_43e3890b08be11ebbd8aac1f6bf848b6,"Who was born earlier, Hallgrim Hansegård or Detlef Knorrek?",Detlef Knorrek,detlef knorrek,1.0,SUCCESS,True,True,True
2wiki_22a11ef608d211ebbd95ac1f6bf848b6,"Which film whose director was born first, Paid Back or Painted Angels?",Paid Back,irving cummings,0.0,G1_confabulation,False,True,True
2wiki_3450ecb008c511ebbd8eac1f6bf848b6,"Which film has the director who died later, The Lady Owner or Behind Prison Gate",Behind Prison Gates,behind prison gates,1.0,SUCCESS,False,True,True
2wiki_ee9b60a6086511ebbd5eac1f6bf848b6,Are the directors of both films The Skyrocket and Double Take (2009 Film) from t,no,no,1.0,SUCCESS,False,True,True
2wiki_3451827a088d11ebbd70ac1f6bf848b6,"Which film has the director who is older, Skinner (Film) or I Wonder Who'S Killi",I Wonder Who'S Killing Her Now?,steven hilliard stern,0.0,G1_confabulation,False,True,True
2wiki_1d352a200bde11eba7f7acde48001122,What is the date of death of the director of film Motherland Hotel?,12 May 2005,i don t know,0.0,G3_abstention,False,True,True
2wiki_f51799420bdd11eba7f7acde48001122,Where did Patti Davis's mother die?,Bel Air,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_4db672260bd911eba7f7acde48001122,"Where did Guy De Montfort, Count Of Nola's father die?",Evesham,i don t know,0.0,G3_abstention,False,True,True
2wiki_cd05f93208de11ebbd9fac1f6bf848b6,"Which film has the director born later, South American George or Getting In?",Getting In,getting in,1.0,SUCCESS,False,True,True
2wiki_460ca32008a111ebbd78ac1f6bf848b6,"Who died first, Dominick Basso or Ilse Lehiste?",Dominick Basso,ilse lehiste,0.0,G1_confabulation,True,True,True
